"Sex","Race/Ethnicity","First Year","Last Year","Cause of Injury","Disp","ageRangLo","ageRangHi","Age in Years","Year","Injuries","Population","records","suppressed","cv","Number of$Cases (Sample)","Standard$Error","CV","Lower 95%$Confidence$Limit","Upper 95%$Confidence$Limit","ageadj"
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020","19944","481,306","466",".","0.266","466","5305","26.6","9546","30342","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020","5889","145,664","107",".","0.275","107","1617","27.5","2721","9058","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020","145548","2,037,848","2691",".","0.118","2691","17128","11.8","111976","179120","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020","72900","1,095,156","973",".","0.157","973","11414","15.7","50529","95272","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020","23594","335,362","652",".","0.24","652","5652","24","12516","34673","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020","13882","463,042","326",".","0.299","326","4152","29.9","5745","22019","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020","4512","144,288","88",".","0.292","88","1315","29.2","1934","7090","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020",".",".",".","1",".",".",".",".",".",".","."
"U","B","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020",".",".",".","1",".",".",".",".",".",".","."
"U","N","2020","2020","Overall All Injury Causes","All Cases","0","199","18","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","365898","4,272,385","6131",".","0.114","6131","41530","11.4","284499","447298","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","174964","2,311,687","2234",".","0.152","2234","26561","15.2","122905","227024","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","61414","702,255","1435",".","0.227","1435","13945","22.7","34082","88747","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","40377","953,065","755",".","0.294","755","11855","29.4","17142","63612","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","13491","305,378","212",".","0.286","212","3860","28.6","5926","21056","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","198009","2,181,063","3322",".","0.112","3322","22244","11.2","154411","241607","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","92319","1,184,636","1193",".","0.154","1193","14186","15.4","64514","120123","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","33539","356,292","758",".","0.234","758","7858","23.4","18137","48942","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","22360","486,126","429",".","0.283","429","6334","28.3","9946","34774","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","8540","154,009","128",".","0.3","128","2560","30","3523","13557","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","167866","2,091,322","2808",".","0.118","2808","19809","11.8","129040","206692","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","82622","1,127,051","1040",".","0.155","1040","12812","15.5","57512","107733","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","27875","345,963","677",".","0.222","677","6180","22.2","15763","39987","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020",".","466,939",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020","4951","151,369","84",".","0.288","84","1425","28.8","2158","7744","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020",".",".",".","1",".",".",".",".",".",".","."
"U","W","2020","2020","Overall All Injury Causes","All Cases","0","199","19","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","375783","4,344,572","6194",".","0.123","6194","46134","12.3","285360","466207","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","170720","2,360,089","2154",".","0.17","2154","28954","17","113970","227471","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","73598","721,535","1617",".","0.244","1617","17927","24.4","38462","108734","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020",".","955,042",".","1",".",".",".",".",".",".","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","13693","307,906","207",".","0.275","207","3760","27.5","6324","21063","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","204208","2,221,432","3334",".","0.122","3334","24903","12.2","155398","253019","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","93340","1,210,940","1169",".","0.171","1169","15970","17.1","62039","124641","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","39856","366,484","842",".","0.275","842","10966","27.5","18362","61350","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020",".","488,864",".","1",".",".",".",".",".",".","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","7056","155,144","113",".","0.271","113","1910","27.1","3313","10800","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","171575","2,123,140","2860",".","0.127","2860","21768","12.7","128909","214241","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","77381","1,149,149","985",".","0.172","985","13285","17.2","51341","103420","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","33742","355,051","775",".","0.219","775","7377","21.9","19284","48200","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020","14733","466,178","288",".","0.298","288","4392","29.8","6125","23342","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020",".","152,762",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","20","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","381267","4,283,150","6240",".","0.11","6240","41981","11","298985","463550","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","177572","2,347,144","2170",".","0.158","2170","28027","15.8","122639","232506","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","74238","705,008","1547",".","0.249","1547","18511","24.9","37956","110521","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","37650","927,572","728",".","0.264","728","9944","26.4","18159","57141","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020",".","303,426",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","211247","2,188,824","3417",".","0.114","3417","23978","11.4","164250","258245","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","97327","1,203,799","1187",".","0.159","1187","15470","15.9","67006","127649","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","40652","357,864","817",".","0.284","817","11538","28.4","18037","63267","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","23579","474,048","446",".","0.271","446","6386","27.1","11062","36096","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","7788","153,113","124",".","0.3","124","2334","30","3213","12362","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","169995","2,094,326","2822",".","0.109","2822","18590","10.9","133559","206430","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","80245","1,143,345","983",".","0.158","983","12679","15.8","55395","105096","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","33561","347,144","729",".","0.225","729","7554","22.5","18754","48368","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020","14071","453,524","282",".","0.261","282","3680","26.1","6859","21283","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020",".","150,313",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020",".",".",".","1",".",".",".",".",".",".","."
"U","B","2020","2020","Overall All Injury Causes","All Cases","0","199","21","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","376319","4,293,020","6261",".","0.104","6261","39029","10.4","299823","452815","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","166931","2,352,589","2110",".","0.135","2110","22618","13.5","122599","211262","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","78284","707,605","1622",".","0.26","1622","20348","26","38402","118165","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","36414","917,580","728",".","0.277","728","10079","27.7","16660","56168","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020",".","315,246",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","209822","2,192,971","3437",".","0.103","3437","21653","10.3","167383","252262","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","94512","1,205,417","1206",".","0.132","1206","12485","13.2","70042","118982","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","45221","359,105","887",".","0.29","887","13117","29","19511","70931","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","21046","469,612","417",".","0.299","417","6293","29.9","8712","33379","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020",".","158,837",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","166496","2,100,049","2824",".","0.112","2824","18587","11.2","130066","202926","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","72419","1,147,172","904",".","0.145","904","10536","14.5","51769","93069","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","33062","348,500","735",".","0.229","735","7585","22.9","18196","47928","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","15368","447,968","311",".","0.256","311","3927","25.6","7672","23065","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020","5197","156,409","91",".","0.27","91","1403","27","2447","7948","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","22","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","349822","4,315,220","5846",".","0.098","5846","34262","9.8","282669","416975","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","150212","2,368,487","1896",".","0.128","1896","19265","12.8","112453","187971","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","74229","705,301","1545",".","0.253","1545","18803","25.3","37374","111083","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","34485","912,823","684",".","0.274","684","9448","27.4","15967","53002","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","11489","328,609","191",".","0.265","191","3050","26.5","5512","17467","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","198080","2,201,623","3307",".","0.104","3307","20689","10.4","157529","238631","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","85001","1,211,180","1074",".","0.132","1074","11193","13.2","63062","106940","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","42977","357,166","847",".","0.272","847","11708","27.2","20028","65925","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","21233","467,375","408",".","0.287","408","6085","28.7","9305","33160","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","6572","165,902","107",".","0.266","107","1747","26.6","3147","9996","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","151742","2,113,597","2539",".","0.096","2539","14636","9.6","123055","180429","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","65211","1,157,307","822",".","0.133","822","8659","13.3","48240","82183","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","31252","348,135","698",".","0.236","698","7370","23.6","16807","45697","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","13252","445,448","276",".","0.264","276","3501","26.4","6390","20114","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020","4918","162,707","84",".","0.288","84","1416","28.8","2142","7694","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","23","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","355048","4,358,793","5983",".","0.095","5983","33886","9.5","288632","421463","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","149234","2,398,074","1908",".","0.12","1908","17906","12","114139","184328","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","80528","705,433","1642",".","0.254","1642","20441","25.4","40463","120593","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","35382","912,370","688",".","0.26","688","9195","26","17361","53404","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020",".","342,916",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","200307","2,227,996","3403",".","0.101","3403","20260","10.1","160598","240016","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","84579","1,229,851","1083",".","0.122","1083","10324","12.2","64345","104814","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","44338","357,093","902",".","0.27","902","11964","27","20889","67786","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","20428","467,450","406",".","0.267","406","5454","26.7","9738","31117","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020",".","173,602",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","154741","2,130,797","2580",".","0.092","2580","14289","9.2","126734","182747","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","64654","1,168,223","825",".","0.125","825","8085","12.5","48807","80501","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","36190","348,340","740",".","0.242","740","8751","24.2","19039","53342","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","14954","444,920","282",".","0.255","282","3811","25.5","7486","22423","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020","4267","169,314","76",".","0.281","76","1199","28.1","1916","6617","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","24","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","369295","4,461,006","6246",".","0.099","6246","36565","9.9","297629","440962","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","158564","2,446,313","2026",".","0.129","2026","20437","12.9","118507","198621","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","79284","738,042","1683",".","0.277","1683","21994","27.7","36177","122392","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","35846","922,519","695",".","0.284","695","10198","28.4","15858","55833","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","11713","354,132","186",".","0.245","186","2875","24.5","6078","17348","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","215764","2,283,275","3647",".","0.104","3647","22369","10.4","171920","259608","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","92777","1,255,746","1192",".","0.134","1192","12395","13.4","68483","117070","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","45604","374,625","945",".","0.295","945","13457","29.5","19228","71980","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","23058","473,708","443",".","0.293","443","6750","29.3","9827","36288","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020",".","179,196",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","153390","2,177,731","2597",".","0.097","2597","14830","9.7","124324","182456","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","65787","1,190,567","834",".","0.129","834","8510","12.9","49108","82467","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","33655","363,417","737",".","0.263","737","8845","26.3","16318","50991","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","12788","448,811","252",".","0.287","252","3676","28.7","5582","19993","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020","4600","174,936","75",".","0.216","75","994","21.6","2652","6549","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020",".",".",".","1",".",".",".",".",".",".","."
"U","A","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020",".",".",".","1",".",".",".",".",".",".","."
"U","B","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020",".",".",".","1",".",".",".",".",".",".","."
"U","N","2020","2020","Overall All Injury Causes","All Cases","0","199","25","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","372364","4,555,511","6413",".","0.099","6413","36875","9.9","300088","444639","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","155089","2,487,440","1984",".","0.128","1984","19904","12.8","116077","194100","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","89993","768,536","1878",".","0.275","1878","24784","27.5","41417","138569","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","34815","931,818","700",".","0.287","700","10001","28.7","15213","54417","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020",".","367,717",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","219846","2,332,000","3825",".","0.11","3825","24087","11","172635","267057","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","89144","1,276,625","1143",".","0.13","1143","11615","13","66378","111909","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020",".","389,908",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","21657","479,730","428",".","0.296","428","6414","29.6","9086","34228","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020",".","185,737",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","152517","2,223,511","2588",".","0.092","2588","14001","9.2","125075","179960","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","65945","1,210,815","841",".","0.134","841","8851","13.4","48596","83294","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","37056","378,628","770",".","0.246","770","9128","24.6","19165","54947","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","13158","452,088","272",".","0.285","272","3747","28.5","5814","20503","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020","4286","181,980","73",".","0.238","73","1021","23.8","2284","6288","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","26","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","373589","4,628,618","6411",".","0.098","6411","36749","9.8","301560","445618","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","156349","2,526,064","2004",".","0.126","2004","19771","12.6","117599","195100","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","92249","787,477","1921",".","0.265","1921","24441","26.5","44345","140154","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","37174","935,599","706",".","0.286","706","10614","28.6","16370","57978","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","10485","379,478","175",".","0.272","175","2857","27.2","4886","16084","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","222730","2,372,863","3850",".","0.107","3850","23833","10.7","176017","269443","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","93245","1,297,410","1210",".","0.125","1210","11626","12.5","70459","116031","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","55634","401,029","1154",".","0.288","1154","16023","28.8","24229","87040","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","22510","484,028","418",".","0.288","418","6486","28.8","9797","35222","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020",".","190,396",".","1",".",".",".",".",".",".","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","150859","2,255,755","2561",".","0.096","2561","14472","9.6","122494","179223","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","63104","1,228,654","794",".","0.14","794","8817","14","45822","80386","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","36615","386,448","767",".","0.249","767","9107","24.9","18766","54465","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","14664","451,571","288",".","0.293","288","4294","29.3","6248","23080","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020","4319","189,082","81",".","0.252","81","1087","25.2","2187","6450","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","27","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","385456","4,751,001","6502",".","0.103","6502","39729","10.3","307588","463324","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","167528","2,602,346","2145",".","0.127","2145","21323","12.7","125735","209321","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","94876","802,634","1918",".","0.282","1918","26723","28.2","42499","147254","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","33791","948,510","670",".","0.289","670","9777","28.9","14629","52954","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020",".","397,511",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","236796","2,428,258","3920",".","0.114","3920","27110","11.4","183660","289933","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","102829","1,332,006","1287",".","0.131","1287","13441","13.1","76484","129174","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020",".","406,261",".","1",".",".",".",".",".",".","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","21675","491,788","421",".","0.283","421","6128","28.3","9664","33685","."
"M","O","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","6126","198,203","100",".","0.3","100","1838","30","2523","9729","."
"M","N","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020",".",".",".","1",".",".",".",".",".",".","."
"F","A","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","148660","2,322,743","2582",".","0.096","2582","14283","9.6","120666","176654","."
"F","W","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","64699","1,270,340","858",".","0.13","858","8438","13","48160","81238","."
"F","B","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020","34411","396,373","744",".","0.244","744","8400","24.4","17948","50874","."
"F","H","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020",".","456,722",".","1",".",".",".",".",".",".","."
"F","O","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020",".","199,308",".","1",".",".",".",".",".",".","."
"F","N","2020","2020","Overall All Injury Causes","All Cases","0","199","28","2020",".",".",".","1",".",".",".",".",".",".","."
"B","A","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","399361","4,835,107","6743",".","0.097","6743","38711","9.7","323488","475235","."
"B","W","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","173630","2,672,325","2236",".","0.127","2236","21981","12.7","130548","216712","."
"B","B","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","95858","810,186","1951",".","0.266","1951","25498","26.6","45881","145834","."
"B","H","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","31988","937,198","641",".","0.268","641","8570","26.8","15191","48784","."
"B","O","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020",".","415,398",".","1",".",".",".",".",".",".","."
"B","N","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020",".",".",".","1",".",".",".",".",".",".","."
"M","A","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","240552","2,458,730","4051",".","0.102","4051","24507","10.2","192517","288587","."
"M","W","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","100242","1,358,723","1299",".","0.127","1299","12759","12.7","75235","125249","."
"M","B","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","60344","406,253","1196",".","0.285","1196","17170","28.5","26692","93997","."
"M","H","2020","2020","Overall All Injury Causes","All Cases","0","199","29","2020","20324","487,779","395",".","0.256","395","5195","25.6","10143","30506","."
