INDICATOR;PANEL;PANEL_NUM;UNIT;UNIT_NUM;STUB_NAME;STUB_NAME_NUM;STUB_LABEL;STUB_LABEL_NUM;YEAR;YEAR_NUM;AGE;AGE_NUM;ESTIMATE;SE;FLAG
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2010;14;18-64 years;1.3;12.5;0.7;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2011;15;18-64 years;1.3;11.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2012;16;18-64 years;1.3;10.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2013;17;18-64 years;1.3;9.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2014;18;18-64 years;1.3;9.0;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2015;19;18-64 years;1.3;7.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2016;20;18-64 years;1.3;7.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2017;21;18-64 years;1.3;7.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;No difficulty;11.2;2018;22;18-64 years;1.3;8.1;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;1997;1;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;1998;2;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;1999;3;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2000;4;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2001;5;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2002;6;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2003;7;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2004;8;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2005;9;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2006;10;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2007;11;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2008;12;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2009;13;18-64 years;1.3;;;...
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2010;14;18-64 years;1.3;22.1;1.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2011;15;18-64 years;1.3;21.0;0.9;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2012;16;18-64 years;1.3;17.7;1.1;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2013;17;18-64 years;1.3;18.2;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2014;18;18-64 years;1.3;16.3;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2015;19;18-64 years;1.3;15.3;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2016;20;18-64 years;1.3;15.3;0.8;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2017;21;18-64 years;1.3;17.6;0.9;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Level of difficulty (18-64 years);11;Some difficulty;11.3;2018;22;18-64 years;1.3;16.7;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;1997;1;18-64 years;1.3;8.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;1998;2;18-64 years;1.3;8.1;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;1999;3;18-64 years;1.3;7.4;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2000;4;18-64 years;1.3;7.6;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2001;5;18-64 years;1.3;7.6;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2002;6;18-64 years;1.3;8.0;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2003;7;18-64 years;1.3;8.1;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2004;8;18-64 years;1.3;8.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2005;9;18-64 years;1.3;8.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2006;10;18-64 years;1.3;8.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2007;11;18-64 years;1.3;7.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2008;12;18-64 years;1.3;9.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2009;13;18-64 years;1.3;10.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2010;14;18-64 years;1.3;10.2;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2011;15;18-64 years;1.3;9.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2012;16;18-64 years;1.3;9.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2013;17;18-64 years;1.3;9.0;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2014;18;18-64 years;1.3;8.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2015;19;18-64 years;1.3;7.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2016;20;18-64 years;1.3;6.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2017;21;18-64 years;1.3;6.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Northeast;12.1;2018;22;18-64 years;1.3;8.7;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;1997;1;18-64 years;1.3;10.5;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;1998;2;18-64 years;1.3;9.0;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;1999;3;18-64 years;1.3;8.7;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2000;4;18-64 years;1.3;8.4;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2001;5;18-64 years;1.3;8.7;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2002;6;18-64 years;1.3;9.0;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2003;7;18-64 years;1.3;10.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2004;8;18-64 years;1.3;10.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2005;9;18-64 years;1.3;10.6;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2006;10;18-64 years;1.3;12.4;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2007;11;18-64 years;1.3;12.3;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2008;12;18-64 years;1.3;13.8;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2009;13;18-64 years;1.3;16.4;0.6;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2010;14;18-64 years;1.3;14.8;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2011;15;18-64 years;1.3;13.7;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2012;16;18-64 years;1.3;13.5;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2013;17;18-64 years;1.3;12.1;0.5;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2014;18;18-64 years;1.3;11.6;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2015;19;18-64 years;1.3;9.9;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2016;20;18-64 years;1.3;10.1;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2017;21;18-64 years;1.3;10.3;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;Midwest;12.2;2018;22;18-64 years;1.3;11.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;1997;1;18-64 years;1.3;11.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;1998;2;18-64 years;1.3;10.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;1999;3;18-64 years;1.3;10.4;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2000;4;18-64 years;1.3;10.3;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2001;5;18-64 years;1.3;10.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2002;6;18-64 years;1.3;11.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2003;7;18-64 years;1.3;11.9;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2004;8;18-64 years;1.3;12.5;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2005;9;18-64 years;1.3;12.6;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2006;10;18-64 years;1.3;13.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2007;11;18-64 years;1.3;13.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2008;12;18-64 years;1.3;15.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2009;13;18-64 years;1.3;16.2;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2010;14;18-64 years;1.3;16.5;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2011;15;18-64 years;1.3;15.3;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2012;16;18-64 years;1.3;14.3;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2013;17;18-64 years;1.3;13.6;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2014;18;18-64 years;1.3;12.2;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2015;19;18-64 years;1.3;11.0;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2016;20;18-64 years;1.3;11.7;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2017;21;18-64 years;1.3;11.8;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;South;12.3;2018;22;18-64 years;1.3;12.6;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;West;12.4;1997;1;18-64 years;1.3;10.8;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;West;12.4;1998;2;18-64 years;1.3;9.1;0.3;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;West;12.4;1999;3;18-64 years;1.3;9.4;0.4;
Delay or nonreceipt of needed medical care, nonreceipt of needed prescription drugs, or nonreceipt of needed dental care during the past 12 months due to cost;Delay or nonreceipt of needed medical care due to cost;1;Percent, crude;1;Geographic region (18-64 years);12;West;12.4;2000;4;18-64 years;1.3;9.9;0.4;
